"Time [s]"	"Current(EndConnection) [kA]"	"RingCurrent(EndConnection) [kA]"
1.12399999999999	0.420194921186736	-0.217076609753082
1.12499999999999	0.462181593676612	-0.410307748494219
1.12599999999999	0.459654097718499	-0.514947829387727
1.12699999999999	0.377659031146387	-0.412193162994661
1.12799999999999	0.374579217446732	-0.179673769934142
1.12899999999999	0.416332135332842	-0.0856090045631144
1.12999999999999	0.430154163450779	-0.261723510199436
1.13099999999999	0.432070120149312	-0.417992287191279
1.13199999999999	0.433434179999626	-0.416852711204537
1.13299999999999	0.406386610695527	-0.281892163686028
1.13399999999999	0.360054138029256	-0.0699174198349308
1.13499999999999	0.414341696150309	-0.0968191346235137
1.13599999999999	0.473287046479654	-0.32777483675167
1.13699999999999	0.3975116604153	-0.396249118148908
1.13799999999999	0.38964976388693	-0.320347588610692
1.13899999999999	0.386385260377507	-0.0953430246571872
1.13999999999999	0.373405238716179	-0.0101275444143697
1.14099999999999	0.413766075950739	-0.148283994796401
1.14199999999999	0.450613990675315	-0.304247563211597
1.14299999999998	0.440823028713924	-0.370617791186576
1.14399999999998	0.351387501317746	-0.229391577210646
1.14499999999998	0.359725449266007	0.00666696202467503
1.14599999999998	0.414338948992728	0.0147852014101055
1.14699999999998	0.430075608793591	-0.176429128647173
1.14799999999998	0.422976176134206	-0.279716044087875
1.14899999999998	0.428825991068275	-0.247359198995044
1.14999999999998	0.394108750577163	-0.0833278724268224
1.15099999999998	0.362555481020656	0.0879552214276365
1.15199999999998	0.425484842994993	0.0221156776835645
1.15299999999998	0.478004199036686	-0.204064851196065
1.15399999999998	0.401125858853192	-0.238099445181136
1.15499999999998	0.386156331725636	-0.122237020524016
1.15599999999998	0.401678842768466	0.0814946667451667
1.15699999999998	0.381986414848913	0.131045611618254
1.15799999999998	0.423116916939735	-0.00810341287017133
1.15899999999998	0.462154369924282	-0.16007662132949
1.15999999999998	0.442048951667266	-0.207847289541149
1.16099999999998	0.357848829333609	-0.0252472725343044
1.16199999999998	0.361264947125997	0.189533760837511
1.16299999999998	0.424103147729256	0.121680477417303
1.16399999999998	0.431406204269882	-0.0529484588560708
1.16499999999998	0.41977911268383	-0.125339820444197
1.16599999999998	0.424322665239988	-0.0794113057133322
1.16699999999998	0.387891412385872	0.0948618688029965
1.16799999999998	0.36141137991033	0.234394982429226
1.16899999999998	0.437471195218898	0.120764199384541
1.16999999999998	0.471466182497269	-0.0870968928865635
1.17099999999998	0.384945267068891	-0.089059358585752
1.17199999999998	0.363655624397773	0.0738886482551217
1.17299999999998	0.382369035435181	0.236495832981823
1.17399999999998	0.378885073093627	0.230101947282899
1.17499999999998	0.419387632932509	0.083108932057187
1.17599999999998	0.451714987070606	-0.0454214860369539
1.17699999999998	0.419261741954637	-0.0482584993296724
1.17799999999998	0.341955479436537	0.171225311050296
