"Time [s]"	"Moving1.Speed [rpm]"
1.18499999999998	1472.38647550163
1.18599999999998	1465.97973153354
1.18699999999998	1465.46907180747
1.18799999999998	1471.11073297928
1.18899999999998	1476.79981824254
1.18999999999998	1476.04849114244
1.19099999999998	1469.67349124469
1.19199999999998	1465.07164347337
1.19299999999998	1467.1132152556
1.19399999999998	1473.51041366949
1.19499999999998	1477.03677820679
1.19599999999998	1473.49034948806
1.19699999999998	1467.66147275053
1.19799999999998	1466.32166926224
1.19899999999998	1471.38419752361
1.19999999999998	1477.83289419399
1.20099999999998	1478.28734090273
1.20199999999998	1472.14409743872
1.20299999999998	1466.85318852419
1.20399999999998	1468.31294655213
1.20499999999998	1474.87199893577
1.20599999999998	1479.24504143782
1.20699999999998	1476.26773456866
1.20799999999998	1469.65542465983
1.20899999999998	1466.91316014426
1.20999999999998	1470.68121118701
1.21099999999998	1476.61888308415
1.21199999999998	1477.40919098997
1.21299999999998	1471.53814556579
1.21399999999998	1465.88810447162
1.21499999999998	1466.2239627576
1.21599999999998	1472.17451584526
1.21699999999998	1477.28257077075
1.21799999999998	1475.50241135639
1.21899999999998	1469.01326418206
1.21999999999998	1465.26202178699
1.22099999999998	1468.55012708864
1.22199999999998	1475.37912964368
1.22299999999998	1477.92995716204
1.22399999999998	1472.95695074769
1.22499999999998	1466.58120476915
1.22599999999998	1465.94524231488
1.22699999999998	1471.22267067728
1.22799999999998	1476.68049742402
1.22899999999998	1475.67670323714
1.22999999999998	1469.48002967598
1.23099999999998	1465.22203524114
1.23199999999998	1467.22761701573
1.23299999999998	1473.77114765582
1.23399999999997	1477.54763935172
1.23499999999997	1474.07495140531
1.23599999999997	1467.90121576353
1.23699999999997	1466.24454921801
1.23799999999997	1471.04189546481
1.23899999999997	1477.49682633739
1.23999999999997	1478.21960777091
1.24099999999997	1472.20721022264
1.24199999999997	1466.88712490969
1.24299999999997	1468.16262237089
1.24399999999997	1474.49780176197
1.24499999999997	1478.78638393683
1.24599999999997	1475.71993494853
1.24699999999997	1469.19676223056
1.24799999999997	1466.37555485272
1.24899999999997	1470.06174738573
1.24999999999997	1476.38625214767
1.25099999999997	1477.7607264138
1.25199999999997	1471.95700626907
1.25299999999997	1465.78205412865
1.25399999999997	1465.89074016582
1.25499999999997	1471.74950550015
1.25599999999997	1477.11852938274
1.25699999999997	1475.80839287073
1.25799999999997	1469.42393697937
1.25899999999997	1465.59319046245
1.25999999999997	1468.52774510791
1.26099999999997	1475.00148559135
1.26199999999997	1477.5201923373
1.26299999999997	1472.70113909575
1.26399999999997	1466.45175885745
1.26499999999997	1465.35657805097
1.26599999999997	1470.41543555025
1.26699999999997	1476.31741353348
1.26799999999997	1475.99025994727
1.26899999999997	1469.60971317079
1.26999999999997	1464.70947872453
1.27099999999997	1466.63300242405
1.27199999999997	1473.3599359517
1.27299999999997	1477.71512425854
1.27399999999997	1474.77230978445
1.27499999999997	1468.62726033581
1.27599999999997	1466.44108175655
1.27699999999997	1470.87239241182
1.27799999999997	1477.3830895513
1.27899999999997	1478.09408886937
1.27999999999997	1472.11216429425
1.28099999999997	1466.61170429002
