"Time [s]"	"Pem [kW]"	"Pout [kW]"	"Pin [kW]"
1.051	12.0642022421149	11.9655423069297	13.5789425434253
1.05199999999999	13.8566296898077	13.7587640905391	15.5798421625136
1.05299999999999	20.5265238010674	20.428866219461	22.337120819741
1.05399999999999	26.0817233296093	25.9834398763216	27.7526325785074
1.05499999999999	22.963325398739	22.8642573945083	24.4099123866376
1.05599999999999	14.20911088713	14.110077104657	15.6171134194476
1.05699999999999	10.9847745469101	10.8865901879846	12.5837303853137
1.05799999999999	16.4038483959112	16.3063518469463	18.1996475760471
1.05899999999999	23.7815689116315	23.683881145808	25.5712274736606
1.05999999999999	25.926694089182	25.8281695739268	27.5086138354308
1.06099999999999	19.4818890271604	19.3828304482853	20.8702155039022
1.06199999999999	11.202297518725	11.103715249174	12.6614419690949
1.06299999999999	13.0613808541119	12.963704641912	14.7684170790721
1.06399999999999	20.0146328954638	19.9172510604943	21.8466390072598
1.06499999999999	25.4801822742241	25.3822466592808	27.1919784767442
1.06599999999999	24.3055827049864	24.2068078342238	25.8001710777022
1.06699999999999	16.0969726167578	15.998007988681	17.5179701199381
1.06799999999999	10.8158128049226	10.7175799151247	12.3674910225795
1.06899999999999	15.2349705189548	15.1375171763587	17.0128826878494
1.06999999999999	22.6006038724868	22.5031184647583	24.3979989709915
1.07099999999999	26.4720365034871	26.3737551803597	28.0951855302876
1.07199999999999	21.1646085013995	21.0656382572328	22.5638927358867
1.07299999999999	12.6093468023646	12.5106411444943	14.0713412716481
1.07399999999999	11.7137718861034	11.615970291896	13.3818711525102
1.07499999999999	18.6789714969357	18.5816483140448	20.5155306177092
1.07599999999999	25.021751303949	24.923995623124	26.7967127568097
1.07699999999999	25.6121581306475	25.5135033745763	27.1531254863515
1.07799999999999	17.5710927711087	17.4720571772793	18.9761775483374
1.07899999999999	10.4360214416417	10.3376441820968	11.9656298172446
1.07999999999999	14.39658177675	14.2990688657356	16.1735384171125
1.08099999999999	21.5538647636327	21.4564487006665	23.399385936027
