"Time [s]"	"FluxLinkage(Phase_A) [Wb]"	"FluxLinkage(Phase_C) [Wb]"	"FluxLinkage(Phase_B) [Wb]"
0.412	1.09077880285553	-0.900494952910573	-0.0273722003933576
0.413	0.927647657620019	-0.973766310229748	0.211437330164966
0.414	0.716294444377448	-0.983747487883086	0.412009248225564
0.415	0.478678104246649	-0.924043443609631	0.563215399313712
0.416	0.224308625997903	-0.784111888312425	0.656598063890331
0.417	0.00318402917762353	-0.57255733679837	0.689714301867424
0.418	-0.152355599240925	-0.261810879998457	0.657597852868867
0.419	-0.258867530858477	0.0374426910916191	0.524937917194139
0.42	-0.307970485303248	0.291730362005044	0.315684267922084
0.421	-0.296232697071653	0.474592198399342	0.0325097162001252
0.422	-0.208844914537757	0.597040101715483	-0.256990410406313
0.423	-0.0474111284954526	0.669607743757995	-0.489514810674123
0.424	0.165095225624532	0.678926043470741	-0.687776899843626
0.425	0.402664356169534	0.616440576054653	-0.837957042628718
0.426	0.651789308734326	0.47608104541483	-0.929871977085994
0.427	0.869967693966755	0.241997121301447	-0.962628468176371
0.428	1.03275229648441	-0.042587155408406	-0.919882464956146
0.429	1.13947672534994	-0.333007961929452	-0.788235513585958
0.43	1.18752999639675	-0.582177235368445	-0.584837314719214
0.431	1.17209735748033	-0.769973893082917	-0.310345073323517
0.432	1.07767835077316	-0.896089129078521	-0.0222961125985527
0.433	0.914583829076785	-0.969381449327565	0.216428663814837
0.434	0.703226652302547	-0.979377118766116	0.417047033185437
0.435	0.465566772325393	-0.919676159565522	0.568223030837006
0.436	0.211121873613274	-0.779713901906849	0.661540319460976
0.437	-0.00983212659417379	-0.567812437051653	0.694646802832171
0.438	-0.165465294660822	-0.25733714909489	0.662275677334853
0.439	-0.271997871881947	0.0417816516568151	0.529552957491392
0.44	-0.321076575764611	0.296066730024704	0.320387101442668
0.441	-0.309306813111161	0.479061368724831	0.0372203726565649
0.442	-0.222098554448988	0.601424629208316	-0.253024139354858
0.443	-0.0588867057326027	0.674300368886307	-0.484042651406479
0.444	0.152344914853248	0.683681206994044	-0.683327067704448
0.445	0.389816016610698	0.621154448724807	-0.833515223665647
0.446	0.639036243802342	0.480758492240698	-0.925426068720707
0.447	0.857195040047712	0.246801698076018	-0.958192045095338
0.448	1.01988285914854	-0.0380655641366325	-0.915548241524179
0.449	1.12661739876502	-0.328735587812974	-0.783831078385251
0.45	1.17471841207512	-0.578047855633765	-0.580315276231056
0.451	1.1593678861923	-0.765799519886239	-0.305576409786803
0.452	1.06498065531223	-0.891868808110357	-0.0174592329498849
0.453	0.901925666670109	-0.96517827092626	0.221194470252782
0.454	0.690565693506397	-0.975189257861902	0.421852677322638
0.455	0.452865937869443	-0.915491577514999	0.573003853817954
0.456	0.198350761442908	-0.775501205733319	0.666260163267402
0.457	-0.0224455608583937	-0.563261189623944	0.69935633929888
0.458	-0.178167195219251	-0.253059806152703	0.666742307827644
0.459	-0.284715767811991	0.0459544864320707	0.53396132816353
0.46	-0.333773072295744	0.300219948168727	0.324880900827436
0.461	-0.321972960071673	0.483333668782383	0.0417218742051989
0.462	-0.234677837080009	0.605776737368251	-0.248534075591483
0.463	-0.0714649155686742	0.67868073768436	-0.479674123483957
0.464	0.139827524179657	0.688113741053178	-0.6790113982664
0.465	0.377356221360167	0.625662669201292	-0.829242339278515
0.466	0.626692921040448	0.485236170656471	-0.921172067697689
0.467	0.844839009079239	0.251398474708567	-0.95394536378624
0.468	1.00742244786174	-0.0337372187120251	-0.911400006501828
0.469	1.11416068889829	-0.324644882842536	-0.779617290154925
0.47	1.16230132571682	-0.574086015874081	-0.575990089577978
0.471	1.14702963295751	-0.761793879270909	-0.301018339540326
0.472	1.05268113505738	-0.887819147098273	-0.0128360466105487
0.473	0.889664996967931	-0.961144497108704	0.225743766120013
0.474	0.678302334156883	-0.971169446846881	0.426445819649238
0.475	0.440564299780528	-0.911473139921058	0.577575058503315
0.476	0.18598329012421	-0.771454535173761	0.670773796604045
0.477	-0.0346621374944875	-0.558885909038272	0.703860353293718
0.478	-0.190470355593943	-0.248966945884345	0.671011315289984
0.479	-0.297033298386892	0.0499397732866015	0.538181728282128
0.48	-0.346068001715807	0.30420214715109	0.329185476724073
0.481	-0.334239788361089	0.487429027706301	0.0460314122995468
0.482	-0.24685828743202	0.609944998371561	-0.24424253423299
0.483	-0.0836459987686012	0.682881254329129	-0.47548048033938
0.484	0.127691010365372	0.692363404910801	-0.674863035512433
0.485	0.365287965836188	0.629989281781916	-0.825147001238281
0.486	0.614737488901853	0.48953208460981	-0.917092727866107
0.487	0.832855186431064	0.255863831052068	-0.949867245992267
0.488	0.995355298655744	-0.029578808857335	-0.90742080641652
0.489	1.10209303789493	-0.320706909700546	-0.775572727943124
0.49	1.15026504707099	-0.570277578823533	-0.571845353085809
0.491	1.13507029301094	-0.757943742636681	-0.29665111161579
0.492	1.04076567146162	-0.88392486106536	-0.00840281221047864
0.493	0.877785757694822	-0.957265428977247	0.23009953804605
0.494	0.666422247402598	-0.967304025288716	0.430841453149443
0.495	0.428646956435299	-0.907607784964302	0.581953238344018
0.496	0.174004457745935	-0.76756110163152	0.675097610468074
0.497	-0.0464970568325904	-0.55467380433938	0.708174951375233
0.498	-0.202388759225278	-0.245038047589405	0.675100999746451
0.499	-0.308960092108648	0.0538011764242952	0.54222878380291
0.5	-0.357978226842238	0.308022714193319	0.333311501702171
0.501	-0.346122475808158	0.49136098794062	0.0501658450398002
0.502	-0.258650144288282	0.613943890769007	-0.240139361462931
0.503	-0.0954450251941298	0.686915258969712	-0.471456480926116
0.504	0.115938443926167	0.696444432785206	-0.670886713134525
0.505	0.353592790478166	0.634147403178545	-0.821211070397113
0.506	0.603154806983983	0.493659957525095	-0.913173897776196
0.507	0.821245666663659	0.260167388192218	-0.945948022762067
0.508	0.983664194522357	-0.0255767341010476	-0.903597546720015
0.509	1.09039635217396	-0.316932505444015	-0.771700032019394
0.51	1.13859695978463	-0.566612223424616	-0.567867062393109
0.511	1.12347764023987	-0.754237279145427	-0.292460977097438
0.512	1.0292212364196	-0.88017485774499	-0.00414823911120407
0.513	0.866274185438786	-0.953530767334029	0.234273111157335
0.514	0.6549104289213	-0.963582054483404	0.43505603952064
0.515	0.417100204956884	-0.903884827848613	0.58615166598001
0.516	0.162400188928989	-0.763810565699502	0.679244612149479
0.517	-0.0579632378693115	-0.550613255673967	0.712313189663836
0.518	-0.213935240455436	-0.241251484992359	0.679026629568543
0.519	-0.320516143045862	0.0575075084513341	0.546113078438172
0.52	-0.369519592064882	0.311682937542189	0.337271645508732
0.521	-0.357635091189725	0.495141697183979	0.0541366267297952
0.522	-0.270070490121475	0.617797447597717	-0.236133764132497
0.523	-0.106877893642727	0.690794968674447	-0.467594712422448
0.524	0.104559621317523	0.700369236535064	-0.667080543836147
0.525	0.34225811026561	0.638148438448983	-0.817429683971476
0.526	0.591929243491724	0.497630671944676	-0.909407400171532
0.527	0.810011643968036	0.264287612037567	-0.942182113102429
0.528	0.972332049695127	-0.021740467149346	-0.899926376611169
0.529	1.07905991500776	-0.313283552726802	-0.767971165551609
0.53	1.12728312361689	-0.56308240486727	-0.564042515423854
0.531	1.11223854842717	-0.750664880214544	-0.288430962782175
0.532	1.01803216110566	-0.876558903454005	-5.92303134142496E-05
0.533	0.85511637449863	-0.949928869892128	0.238284508300289
0.534	0.64375168776088	-0.959993071393211	0.439103266047671
0.535	0.40590975494088	-0.900294031786559	0.590182477976696
0.536	0.151155806510721	-0.760193004747334	0.683227035698957
0.537	-0.0690730867142089	-0.546698258510515	0.716286914101705
0.538	-0.225120707984131	-0.237573212750293	0.6828033331626
0.539	-0.331716368018858	0.0610659180956528	0.549847349620441
0.54	-0.380706762664858	0.315195512398779	0.341076878990555
0.541	-0.368792218918036	0.498781981635304	0.0579555143293637
0.542	-0.28113460346988	0.621502972292454	-0.23231541603862
0.543	-0.117954747795727	0.694532268763311	-0.463874174950474
0.544	0.0935218874629667	0.704149451324958	-0.663406354757312
0.545	0.331269041224428	0.642003177115887	-0.813786326623879
0.546	0.580621450892371	0.50134826042925	-0.90584512983061
0.547	0.799156829270297	0.268136293562772	-0.938568981253096
0.548	0.961332202139803	-0.0180832512376454	-0.896400503116441
0.549	1.06805910126795	-0.30977329294639	-0.7643834447851
0.55	1.11630214934667	-0.559685749456291	-0.560365793514961
0.551	1.10133079075139	-0.74722664608735	-0.284556314310712
0.552	1.00717558472252	-0.873078411553432	0.00387450351022188
0.553	0.844290017693857	-0.946461681394235	0.242138477153795
0.554	0.63292483593641	-0.956538133014829	0.442991240969128
0.555	0.395053305106032	-0.896836018222631	0.594057039417562
0.556	0.140251023666314	-0.756708899622334	0.687056130651105
0.557	-0.0798488871094173	-0.54291566531743	0.720108917957512
0.558	-0.235969553728324	-0.234026317998059	0.686438403378269
0.559	-0.342581343333534	0.0644852418170608	0.553443022231246
0.56	-0.391557253224454	0.318581140459067	0.344738749124475
0.561	-0.37961484050074	0.502281899037441	0.0616330173044714
0.562	-0.291864395887052	0.625067963942532	-0.22863402458889
0.563	-0.12869684360501	0.698131951560807	-0.460286520597969
0.564	0.0828675522341973	0.707791533546664	-0.659919260122047
0.565	0.320609503195651	0.645716263528814	-0.810272913008751
0.566	0.570062396652637	0.505031978121944	-0.9023477105538
0.567	0.78859059236898	0.271968465063172	-0.935070708201698
0.568	0.950668485145487	-0.0145471452079464	-0.892997406223333
0.569	1.05739827417691	-0.306377615796912	-0.760922254877444
0.57	1.10565754945935	-0.556399637936675	-0.556820582249679
0.571	1.09075731731685	-0.74390050315687	-0.280821041364484
0.572	0.996654066277998	-0.869712118720852	0.00766218321847003
0.573	0.833796318716043	-0.943107977783606	0.245848777254591
