"Time [s]"	"RingSolidLoss(EndConnection) [kW]"
0.949000000000001	0.000520347119065953
0.950000000000001	0.00092369544143097
0.951000000000001	0.000778872184703951
0.952000000000001	0.00090621506578214
0.953000000000001	0.00119125640474974
0.954000000000001	0.000575289408844441
0.955000000000001	0.000653691732186226
0.956000000000001	0.000570675930272015
0.957000000000001	0.000644985197393663
0.958000000000001	0.000974064588067442
0.959000000000001	0.000535744211199303
0.960000000000001	0.000880531412764042
0.961000000000001	0.000766265204342865
0.962000000000001	0.000903173468359606
0.963000000000001	0.00118500841070126
0.964000000000001	0.000583585094941002
0.965000000000001	0.000707030829143411
0.966000000000001	0.000610566133008327
0.967000000000001	0.000601717761453905
0.968000000000001	0.000873326455911852
0.969000000000001	0.000516530081252581
0.970000000000001	0.00100361331647413
0.971000000000001	0.000853903278240048
0.972000000000001	0.000827232114214225
0.973000000000001	0.00104426137036474
0.974000000000001	0.000562453643373935
0.975000000000001	0.000827283837445173
0.976000000000001	0.000673809170298543
0.977000000000001	0.000557389842130042
0.978000000000001	0.000793851381085326
