"Time [s]"	"SolidLoss [kW]"	"StrandedLossR [kW]"
0.571	0.00477505675642305	0.0744082386270612
0.572	0.00617560183832473	0.0688730558102358
0.573	0.00632982401371945	0.112507354656724
0.574	0.0040371921120927	0.122523055536798
0.575	0.00579320115188443	0.100271061301108
0.576	0.00368213528165266	0.0770944824021094
0.577	0.00374959332425069	0.0753820439345311
0.578	0.00411375322682853	0.10311882535831
0.579	0.00367058115405883	0.120550721199578
0.58	0.00716633687490648	0.112003258450255
0.581	0.00527432757149745	0.0747074164866024
0.582	0.00578043075423179	0.0695842010007653
0.583	0.00560264159522222	0.112962689539958
0.584	0.00404047405433288	0.122955814135944
0.585	0.00620627563883309	0.100460344842513
0.586	0.0038429778974577	0.0769142293097659
0.587	0.00388077184055468	0.0756172255413991
0.588	0.00418077216400415	0.10321102268499
0.589	0.00350321406631393	0.120311483159244
0.59	0.00658908686621804	0.111431192887337
0.591	0.00498897083464416	0.0743874085120459
0.592	0.0063224527864386	0.0692342539769311
0.593	0.006419314090835	0.112547956763005
0.594	0.00383494338263612	0.12222701691468
0.595	0.00505676610085914	0.099549505180568
0.596	0.00335520619348513	0.0766417058920972
0.597	0.00443720409686055	0.0746396090191591
0.598	0.00529764008767072	0.102349841325048
0.599	0.00345854449416019	0.11950514862575
0.6	0.00559110497530662	0.110591127481632
0.601	0.00451707716978936	0.0741978300044443
0.602	0.00678334269246377	0.0683391069915972
0.603	0.00725073969682823	0.111726118643084
0.604	0.00397414379902108	0.12194286427046
0.605	0.00468023444979211	0.0993466233637014
0.606	0.00321077895983575	0.076756546095967
0.607	0.00441357997548844	0.0741034092382108
0.608	0.00535302100827125	0.102017599715926
0.609	0.00355059815700698	0.119571939951501
0.61	0.005911291014835	0.110952050600049
0.611	0.00471633799377207	0.074568896268111
0.612	0.00632252039960853	0.0685222432657169
0.613	0.00659505898746256	0.112053982433569
0.614	0.00400063624926923	0.122346004789174
0.615	0.0054475496764949	0.100236541257905
0.616	0.00354598731818387	0.0772194007688269
0.617	0.0039004551179917	0.0748214514852856
0.618	0.00445269845087366	0.102579818756543
0.619	0.00357506389214435	0.120248617791487
0.62	0.00676719945197645	0.111937036704131
0.621	0.00512366644819842	0.0748818082918357
0.622	0.00590259245415158	0.0690240033526812
0.623	0.00585720041226355	0.112384366341579
0.624	0.00399556639252468	0.122782784659653
0.625	0.00596941209176956	0.100582582904359
0.626	0.00376628978515246	0.0771923183084699
0.627	0.00387988083186513	0.0751562361579976
0.628	0.00427232216829039	0.102771696974346
0.629	0.00350261678259716	0.120314345319391
0.63	0.00663858128685935	0.11185055904569
0.631	0.00503451039748814	0.074769744288285
0.632	0.00620264241049716	0.0689817758268293
0.633	0.0062921719038304	0.112261484864574
0.634	0.00387236580508746	0.122399411828188
0.635	0.00525087749590924	0.100089443788824
0.636	0.00345100486274317	0.0770330289220888
0.637	0.00426258449077353	0.0745528920894184
0.638	0.00503927200685959	0.102162484862342
0.639	0.00345302553236821	0.119703477628844
0.64	0.00585910097908927	0.11117748157906
0.641	0.00465599997790359	0.0745757596116799
0.642	0.00659204412747539	0.0682661279417398
0.643	0.0069750068313787	0.111558925964103
0.644	0.00393358042065648	0.122092437237981
0.645	0.00483624408829682	0.0997939676512279
0.646	0.00328564507101264	0.077048860837988
0.647	0.00432614174544948	0.0740168919970365
0.648	0.00523849866246891	0.101814643575524
0.649	0.00352541315645575	0.119644949543113
0.65	0.00592880175508933	0.111263598413416
0.651	0.0047411397717432	0.0748135377654817
0.652	0.00634259101560883	0.0683009679902035
0.653	0.006661165285931	0.111727080881644
0.654	0.00398013690946153	0.122304596480843
0.655	0.00529864296312434	0.100383929102046
