"Time [s]"	"FluxLinkage(Phase_A) [Wb]"	"FluxLinkage(Phase_C) [Wb]"	"FluxLinkage(Phase_B) [Wb]"
0.385	0.0193505618175154	1.48104854544753	-1.49790307536904
0.386	0.561317811726404	1.15925615601193	-1.68066326296313
0.387	1.03079274400553	0.719319162154661	-1.7089153222016
0.388	1.39182545887219	0.195073952979819	-1.57212320812845
0.389	1.62492004139377	-0.357252454241604	-1.27665572929692
0.39	1.71341486926836	-0.873592227260753	-0.843287363558849
0.391	1.63566742364417	-1.30008225442187	-0.345516908240111
0.392	1.40530764971482	-1.5840619060039	0.18049567339852
0.393	1.01976022793904	-1.70666668519537	0.691771477454576
0.394	0.525718884966579	-1.67320572618587	1.14753392564751
0.395	-0.0216526838743878	-1.4790540893817	1.49898414968886
0.396	-0.566096702494752	-1.15569411334149	1.68186245546997
0.397	-1.03545469931982	-0.713278029798066	1.70910212330369
0.398	-1.39576662330416	-0.185434673083455	1.56995586266085
0.399	-1.63000079909519	0.368684531868135	1.26869954582759
0.4	-1.71655938298837	0.884719867287516	0.832564957690048
0.401	-1.63450169022112	1.31005969746438	0.337235655176991
0.402	-1.39917797633633	1.58896240175531	-0.189687500835676
0.403	-1.00888971278573	1.70679585315048	-0.704941918494605
0.404	-0.511079167842878	1.66882077409417	-1.16436531377076
0.405	0.0382212523619596	1.47624963828081	-1.50840484695333
0.406	0.578954063610229	1.15331853995309	-1.6853707303025
0.407	1.0401218788612	0.702912755036796	-1.71038430814478
0.408	1.40069779444026	0.171042527011346	-1.5661041193403
0.409	1.63759872811478	-0.381454152019358	-1.25773677011715
0.41	1.72008338442498	-0.895238897010122	-0.825562853967079
0.411	1.63410251619221	-1.31722605245954	-0.334960615989023
0.412	1.39612927733538	-1.59072217847673	0.19274443574849
0.413	1.00501431452245	-1.7063897115943	0.710100653026775
0.414	0.507528659640619	-1.66840698282414	1.16868989554847
0.415	-0.0396300183566483	-1.47777574628703	1.5093573385652
0.416	-0.577452096546013	-1.15544296573235	1.68545355742946
0.417	-1.03749420080138	-0.705646220845674	1.71081717531537
0.418	-1.39813284041138	-0.175983360995186	1.56806834848258
0.419	-1.63454722006352	0.374901352269135	1.2633793232477
0.42	-1.71875876291812	0.88766975288831	0.831877454884954
0.421	-1.63548086041922	1.31037761174212	0.340850393071242
0.422	-1.40104319725414	1.58776385996047	-0.184992883878114
0.423	-1.01376395428275	1.70658539344334	-0.698798671117036
0.424	-0.519751265917952	1.6714063242308	-1.15592811422045
0.425	0.0260927715125135	1.47960770326678	-1.50224523275629
0.426	0.567051448073347	1.15795443303985	-1.68236682686947
0.427	1.03335814545205	0.715084630240654	-1.70962876745805
0.428	1.39374680502641	0.188999316003842	-1.57116831880161
0.429	1.62786034374569	-0.362898513294743	-1.27300352525625
0.43	1.71524587165236	-0.877840686244227	-0.839500087108135
0.431	1.63573461852183	-1.30317660480457	-0.343899944630619
0.432	1.40419279762446	-1.58537101074709	0.181676668989862
0.433	1.01823018981703	-1.70686289385392	0.693479532033288
0.434	0.524531750754651	-1.67297619077574	1.14950224137943
0.435	-0.0221602772591307	-1.47928353038233	1.49966508225019
0.436	-0.565716579905612	-1.15632903041943	1.68197333605492
0.437	-1.03472286635255	-0.714337966165411	1.70928033416311
0.438	-1.39517310027866	-0.187575771399183	1.57056519743909
0.439	-1.62900663921916	0.365790767721678	1.2708398182253
0.44	-1.7158842663747	0.881681782680148	0.835431290098213
0.441	-1.63496495246395	1.30723717112385	0.339399941426503
0.442	-1.4011456139566	1.58781705019074	-0.18693278337515
0.443	-1.01244777381959	1.70709694705578	-0.700644569527939
0.444	-0.516169389401083	1.67038244061173	-1.15887163106754
0.445	0.0323703987639951	1.47692284478452	-1.50550954393141
0.446	0.574634852653232	1.15406604233013	-1.6842366032605
0.447	1.03881383672792	0.706931836623207	-1.71003222545703
0.448	1.39887827366288	0.176690479572515	-1.5679003663534
0.449	1.63466299814786	-0.376320319007099	-1.26235661828989
