"Time [s]"	"Current(Phase_A) [A]"	"Current(Phase_C) [A]"	"Current(Phase_B) [A]"
1.10599999999999	2.08432155705426	8.28508165352062	-10.3694032105749
1.10699999999999	6.94766937012161	3.20812184108188	-10.1557912112035
1.10799999999999	11.0539106634457	-1.1598591020755	-9.89405156137017
1.10899999999999	13.0153403181793	-3.74845399881909	-9.26688631936025
1.10999999999999	12.950730007388	-4.8386500061392	-8.11208000124885
1.11099999999999	10.6655983136029	-6.83140882392669	-3.83418948967624
1.11199999999999	7.0875598688698	-9.57104416450512	2.48348429563532
1.11299999999999	5.06623725593176	-12.6230625465549	7.55682529062318
1.11399999999999	3.38254394427867	-13.0290577135072	9.64651376922858
1.11499999999999	1.65183297499374	-11.4830142822272	9.83118130723345
1.11599999999999	-2.18791989125068	-8.21549579881513	10.4034156900658
1.11699999999999	-6.98225905638182	-3.13095323476543	10.1132122911472
1.11799999999999	-11.0692100521549	1.25987585889781	9.80933419325705
1.11899999999999	-13.0334486600325	3.85827301562799	9.17517564440451
1.11999999999999	-12.9593537081179	4.9097840077054	8.04956970041246
1.12099999999999	-10.6760571167521	6.84613933014474	3.82991778660736
1.12199999999999	-7.09217385209552	9.55824233990118	-2.46606848780566
1.12299999999999	-5.07571391183741	12.6196964766597	-7.5439825648223
1.12399999999999	-3.43474169101376	13.0650685184491	-9.63032682743538
1.12499999999999	-1.74209227713963	11.5406446323587	-9.79855235521907
1.12599999999999	2.1014469076749	8.28959204104858	-10.3910389487235
1.12699999999999	6.92170931357042	3.2291793134381	-10.1508886270085
1.12799999999999	11.0277192040049	-1.12247816840488	-9.90524103559997
1.12899999999999	13.0089547781382	-3.67786994886271	-9.33108482927545
1.12999999999999	12.9662031634296	-4.75077679362816	-8.21542636980143
1.13099999999999	10.7169214303134	-6.7503403008612	-3.96658112945219
1.13199999999999	7.19924518720678	-9.5423935103871	2.34314832318032
1.13299999999999	5.25973322410642	-12.6584910378232	7.39875781371679
1.13399999999999	3.67069269503455	-13.128132961806	9.45744026677148
1.13499999999999	1.92880870602187	-11.6262061216633	9.69739741564143
1.13599999999999	-1.98752584342437	-8.36952180297969	10.3570476464041
1.13699999999999	-6.86558474173406	-3.32564022269418	10.1912249644282
1.13799999999999	-10.9871406459371	1.00126955607482	9.98587108986233
1.13899999999999	-12.976889251971	3.55524308280153	9.42164616916947
1.13999999999999	-12.9709111699076	4.68261472680652	8.28829644310107
1.14099999999999	-10.7255655863742	6.72825618606128	3.99730940031292
1.14199999999999	-7.20311301354835	9.54815482458974	-2.34504181104139
1.14299999999998	-5.24875690343605	12.6599419145443	-7.41118501110821
1.14399999999998	-3.61150507304979	13.1199262678985	-9.50842119484867
1.14499999999998	-1.84411999875939	11.5905707590942	-9.74645076033486
1.14599999999998	2.07311655107141	8.31013152776808	-10.3832480788395
1.14699999999998	6.92208349968876	3.22635385692317	-10.1484373566119
1.14799999999998	11.0398604247164	-1.16582186877546	-9.87403855594095
1.14899999999998	13.0228288469842	-3.77735145327851	-9.24547739370567
1.14999999999998	12.9664389790436	-4.86213802758064	-8.10430095146292
1.15099999999998	10.6874409536926	-6.83260635254758	-3.85483460114504
1.15199999999998	7.09326566687338	-9.55168053731382	2.45841487044043
1.15299999999998	5.05007825729161	-12.602081918217	7.55200366092535
